timestamp,flight_id,aircraft_tail_num,flight_phase,altitude_ft,indicated_airspeed_knots,heading_deg,pitch_deg,roll_deg,pfd_voltage_v,mfd_voltage_v,display_alert_flag
2026-09-22 12:02:16,AA-2026,N942DB,TAKEOFF_CLIMB,1393.3,174.0,269.7,5.0,-0.84,27.9,28.1,0
2026-09-22 12:02:20,AA-2026,N942DB,TAKEOFF_CLIMB,1434.5,174.6,269.6,5.0,-0.32,27.86,28.15,0
2026-09-22 12:02:24,AA-2026,N942DB,TAKEOFF_CLIMB,1465.6,175.3,269.5,5.0,0.1,28.19,28.11,0
2026-09-22 12:02:28,AA-2026,N942DB,TAKEOFF_CLIMB,1492.5,176.5,269.7,5.0,-0.82,27.94,28.03,0
2026-09-22 12:02:32,AA-2026,N942DB,TAKEOFF_CLIMB,1531.2,177.2,269.6,5.0,0.02,28.16,27.92,0
2026-09-22 12:02:36,AA-2026,N942DB,TAKEOFF_CLIMB,1565.0,178.2,269.6,5.0,0.2,28.09,28.03,0
2026-09-22 12:02:40,AA-2026,N942DB,TAKEOFF_CLIMB,1592.5,179.4,269.4,5.0,0.25,28.35,27.96,0
2026-09-22 12:02:44,AA-2026,N942DB,TAKEOFF_CLIMB,1627.4,180.0,269.6,5.0,0.18,27.78,28.27,0
2026-09-22 12:02:48,AA-2026,N942DB,TAKEOFF_CLIMB,1653.0,181.1,269.5,5.0,0.29,28.19,28.09,0
2026-09-22 12:02:52,AA-2026,N942DB,TAKEOFF_CLIMB,1696.2,181.8,269.4,5.0,0.48,28.17,28.07,0
2026-09-22 12:02:56,AA-2026,N942DB,TAKEOFF_CLIMB,1726.4,183.3,269.5,5.0,0.33,27.85,28.19,0
2026-09-22 12:03:00,AA-2026,N942DB,TAKEOFF_CLIMB,1764.7,184.3,269.6,5.0,0.06,28.15,27.99,0
2026-09-22 12:03:04,AA-2026,N942DB,TAKEOFF_CLIMB,1795.9,185.6,269.6,5.0,-0.04,28.05,28.02,0
2026-09-22 12:03:08,AA-2026,N942DB,TAKEOFF_CLIMB,1831.3,186.6,269.5,5.0,0.03,27.97,28.11,0
2026-09-22 12:03:12,AA-2026,N942DB,TAKEOFF_CLIMB,1867.2,187.2,269.5,5.0,-0.08,27.88,28.2,0
2026-09-22 12:03:16,AA-2026,N942DB,TAKEOFF_CLIMB,1895.9,188.3,269.4,5.0,0.34,27.89,28.15,0
2026-09-22 12:03:20,AA-2026,N942DB,TAKEOFF_CLIMB,1940.3,189.8,269.3,5.0,0.17,28.31,28.12,0
2026-09-22 12:03:24,AA-2026,N942DB,TAKEOFF_CLIMB,1980.8,190.9,269.3,5.0,-0.11,28.0,28.11,0
2026-09-22 12:03:28,AA-2026,N942DB,TAKEOFF_CLIMB,2024.6,192.2,269.2,5.0,0.4,28.12,28.14,0
2026-09-22 12:03:32,AA-2026,N942DB,TAKEOFF_CLIMB,2067.5,193.6,269.1,5.0,-0.09,27.88,28.12,0
2026-09-22 12:03:36,AA-2026,N942DB,TAKEOFF_CLIMB,2104.5,194.3,269.1,5.0,-0.28,27.88,28.0,0
2026-09-22 12:03:40,AA-2026,N942DB,TAKEOFF_CLIMB,2147.9,195.0,269.3,5.0,-0.0,28.16,28.1,0
2026-09-22 12:03:44,AA-2026,N942DB,TAKEOFF_CLIMB,2174.7,196.1,269.4,5.0,-0.25,27.8,27.99,0
2026-09-22 12:03:48,AA-2026,N942DB,TAKEOFF_CLIMB,2203.6,197.0,269.2,5.0,0.28,27.94,28.11,0
2026-09-22 12:03:52,AA-2026,N942DB,TAKEOFF_CLIMB,2229.5,198.4,269.0,5.0,-0.25,28.01,28.05,0
2026-09-22 12:03:56,AA-2026,N942DB,TAKEOFF_CLIMB,2261.0,199.8,269.2,5.0,-0.03,28.02,28.35,0
2026-09-22 12:04:00,AA-2026,N942DB,TAKEOFF_CLIMB,2293.8,200.6,269.1,5.0,0.28,27.97,28.1,0
2026-09-22 12:04:04,AA-2026,N942DB,TAKEOFF_CLIMB,2324.2,201.4,269.0,5.0,-0.21,28.06,27.96,0
2026-09-22 12:04:08,AA-2026,N942DB,TAKEOFF_CLIMB,2365.8,202.6,269.0,5.0,0.12,28.1,28.09,0
2026-09-22 12:04:12,AA-2026,N942DB,TAKEOFF_CLIMB,2397.9,203.4,269.1,5.0,-0.29,28.11,28.15,0
2026-09-22 12:04:16,AA-2026,N942DB,TAKEOFF_CLIMB,2428.5,204.7,269.1,5.0,0.07,27.85,28.27,0
2026-09-22 12:04:20,AA-2026,N942DB,TAKEOFF_CLIMB,2464.4,205.7,269.0,5.0,0.17,27.96,28.04,0
2026-09-22 12:04:24,AA-2026,N942DB,TAKEOFF_CLIMB,2492.2,206.8,268.8,5.0,-0.01,28.18,27.94,0
2026-09-22 12:04:28,AA-2026,N942DB,TAKEOFF_CLIMB,2533.2,207.4,269.0,5.0,0.01,28.13,28.18,0
2026-09-22 12:04:32,AA-2026,N942DB,TAKEOFF_CLIMB,2559.7,208.6,268.9,5.0,0.13,27.79,27.96,0
2026-09-22 12:04:36,AA-2026,N942DB,TAKEOFF_CLIMB,2604.5,209.5,269.0,5.0,-0.08,28.05,28.06,0
2026-09-22 12:04:40,AA-2026,N942DB,TAKEOFF_CLIMB,2644.9,210.6,269.1,5.0,0.27,27.7,28.07,0
2026-09-22 12:04:44,AA-2026,N942DB,TAKEOFF_CLIMB,2673.9,211.3,269.1,5.0,0.41,28.01,28.09,0
2026-09-22 12:04:48,AA-2026,N942DB,TAKEOFF_CLIMB,2699.0,212.5,269.0,5.0,-0.28,28.28,28.17,0
2026-09-22 12:04:52,AA-2026,N942DB,TAKEOFF_CLIMB,2740.3,213.9,268.9,5.0,0.53,27.86,28.03,0
2026-09-22 12:04:56,AA-2026,N942DB,TAKEOFF_CLIMB,2779.5,214.6,269.0,5.0,-0.09,27.87,28.07,0
2026-09-22 12:05:00,AA-2026,N942DB,TAKEOFF_CLIMB,2819.0,215.2,269.1,5.0,0.6,28.11,28.1,0
2026-09-22 12:05:04,AA-2026,N942DB,TAKEOFF_CLIMB,2859.5,215.7,269.3,5.0,-0.09,27.77,28.11,0
2026-09-22 12:05:08,AA-2026,N942DB,TAKEOFF_CLIMB,2885.9,216.8,269.2,5.0,0.21,27.91,28.11,0
2026-09-22 12:05:12,AA-2026,N942DB,TAKEOFF_CLIMB,2918.1,217.9,269.0,5.0,0.21,28.09,28.14,0
2026-09-22 12:05:16,AA-2026,N942DB,TAKEOFF_CLIMB,2945.4,219.0,269.2,5.0,-0.12,27.9,28.18,0
2026-09-22 12:05:20,AA-2026,N942DB,TAKEOFF_CLIMB,2987.7,219.7,269.3,5.0,0.02,27.96,28.14,0
2026-09-22 12:05:24,AA-2026,N942DB,TAKEOFF_CLIMB,3025.2,220.6,269.4,5.0,0.43,28.11,28.15,0
2026-09-22 12:05:28,AA-2026,N942DB,TAKEOFF_CLIMB,3056.8,221.7,269.3,5.0,-0.1,28.06,27.94,0
2026-09-22 12:05:32,AA-2026,N942DB,TAKEOFF_CLIMB,3083.0,222.7,269.4,5.0,-0.13,28.04,28.11,0
2026-09-22 12:05:36,AA-2026,N942DB,TAKEOFF_CLIMB,3114.3,224.2,269.4,5.0,-0.35,27.95,28.15,0
2026-09-22 12:05:40,AA-2026,N942DB,TAKEOFF_CLIMB,3145.8,224.8,269.5,5.0,0.47,28.06,28.17,0
2026-09-22 12:05:44,AA-2026,N942DB,TAKEOFF_CLIMB,3185.4,226.0,269.5,5.0,-0.14,27.98,28.03,0
2026-09-22 12:05:48,AA-2026,N942DB,TAKEOFF_CLIMB,3223.1,226.9,269.3,5.0,0.36,28.07,28.03,0
2026-09-22 12:05:52,AA-2026,N942DB,TAKEOFF_CLIMB,3265.9,227.9,269.3,5.0,-0.18,27.93,28.04,0
2026-09-22 12:05:56,AA-2026,N942DB,TAKEOFF_CLIMB,3300.3,229.1,269.2,5.0,0.35,27.97,28.15,0
2026-09-22 12:06:00,AA-2026,N942DB,TAKEOFF_CLIMB,3327.7,230.3,269.2,5.0,0.24,27.85,28.2,0
2026-09-22 12:06:04,AA-2026,N942DB,TAKEOFF_CLIMB,3367.0,231.8,269.4,5.0,-0.07,27.99,28.06,0
2026-09-22 12:06:08,AA-2026,N942DB,TAKEOFF_CLIMB,3407.2,232.4,269.3,5.0,-0.22,27.88,28.19,0
2026-09-22 12:06:12,AA-2026,N942DB,TAKEOFF_CLIMB,3443.4,233.0,269.5,5.0,-0.2,27.83,28.11,0
2026-09-22 12:06:16,AA-2026,N942DB,TAKEOFF_CLIMB,3483.8,234.2,269.3,5.0,-0.2,28.04,28.09,0
2026-09-22 12:06:20,AA-2026,N942DB,TAKEOFF_CLIMB,3518.7,235.3,269.4,5.0,0.32,28.03,28.08,0
2026-09-22 12:06:24,AA-2026,N942DB,TAKEOFF_CLIMB,3554.1,236.1,269.6,5.0,0.05,28.12,28.17,0
2026-09-22 12:06:28,AA-2026,N942DB,TAKEOFF_CLIMB,3587.7,236.6,269.4,5.0,-0.33,27.94,28.13,0
2026-09-22 12:06:32,AA-2026,N942DB,TAKEOFF_CLIMB,3613.2,237.2,269.3,5.0,-0.08,28.06,28.33,0
2026-09-22 12:06:36,AA-2026,N942DB,TAKEOFF_CLIMB,3640.4,238.6,269.2,5.0,-0.04,28.08,28.01,0
2026-09-22 12:06:40,AA-2026,N942DB,TAKEOFF_CLIMB,3666.0,239.3,269.1,5.0,-0.64,28.07,28.15,0
2026-09-22 12:06:44,AA-2026,N942DB,TAKEOFF_CLIMB,3703.7,240.1,269.2,5.0,-0.06,27.88,28.05,0
2026-09-22 12:06:48,AA-2026,N942DB,TAKEOFF_CLIMB,3735.0,240.9,269.3,5.0,0.22,28.02,28.01,0
2026-09-22 12:06:52,AA-2026,N942DB,TAKEOFF_CLIMB,3770.2,241.7,269.3,5.0,-0.04,28.05,28.1,0
2026-09-22 12:06:56,AA-2026,N942DB,TAKEOFF_CLIMB,3813.3,242.3,269.2,5.0,0.08,28.0,28.11,0
2026-09-22 12:07:00,AA-2026,N942DB,TAKEOFF_CLIMB,3843.3,243.3,269.2,5.0,0.15,27.69,28.39,0
2026-09-22 12:07:04,AA-2026,N942DB,TAKEOFF_CLIMB,3876.5,243.9,269.3,5.0,-0.1,28.02,28.08,0
2026-09-22 12:07:08,AA-2026,N942DB,TAKEOFF_CLIMB,3916.6,245.2,269.1,5.0,0.22,28.33,27.99,0
2026-09-22 12:07:12,AA-2026,N942DB,TAKEOFF_CLIMB,3946.2,245.9,269.1,5.0,0.44,27.95,28.13,0
2026-09-22 12:07:16,AA-2026,N942DB,TAKEOFF_CLIMB,3972.7,247.0,269.2,5.0,-0.46,27.89,27.89,0
2026-09-22 12:07:20,AA-2026,N942DB,TAKEOFF_CLIMB,4003.5,248.3,269.2,5.0,-0.1,28.06,28.09,0
2026-09-22 12:07:24,AA-2026,N942DB,TAKEOFF_CLIMB,4031.8,249.5,269.1,5.0,0.7,28.05,28.1,0
2026-09-22 12:07:28,AA-2026,N942DB,TAKEOFF_CLIMB,4075.4,250.0,269.2,5.0,0.05,28.18,28.18,0
2026-09-22 12:07:32,AA-2026,N942DB,TAKEOFF_CLIMB,4116.5,250.0,269.0,5.0,-0.01,27.81,28.2,0
2026-09-22 12:07:36,AA-2026,N942DB,TAKEOFF_CLIMB,4154.2,250.0,268.9,5.0,-0.08,28.11,28.05,0
2026-09-22 12:07:40,AA-2026,N942DB,TAKEOFF_CLIMB,4196.6,250.0,269.1,5.0,0.38,28.09,28.08,0
2026-09-22 12:07:44,AA-2026,N942DB,TAKEOFF_CLIMB,4237.7,250.0,269.2,5.0,-0.28,27.98,28.02,0
2026-09-22 12:07:48,AA-2026,N942DB,TAKEOFF_CLIMB,4266.4,250.0,269.0,5.0,0.28,28.05,27.99,0
2026-09-22 12:07:52,AA-2026,N942DB,TAKEOFF_CLIMB,4309.3,250.0,268.9,5.0,-0.08,28.15,28.13,0
2026-09-22 12:07:56,AA-2026,N942DB,TAKEOFF_CLIMB,4345.1,250.0,268.7,5.0,-0.22,28.13,27.97,0
2026-09-22 12:08:00,AA-2026,N942DB,TAKEOFF_CLIMB,4386.2,250.0,268.7,5.0,-0.07,27.83,28.06,0
2026-09-22 12:08:04,AA-2026,N942DB,TAKEOFF_CLIMB,4429.1,250.0,268.6,5.0,-0.01,28.12,28.0,0
2026-09-22 12:08:08,AA-2026,N942DB,TAKEOFF_CLIMB,4460.5,250.0,268.4,5.0,-0.15,27.99,28.15,0
2026-09-22 12:08:12,AA-2026,N942DB,TAKEOFF_CLIMB,4487.7,250.0,268.4,5.0,0.33,28.01,28.28,0
2026-09-22 12:08:16,AA-2026,N942DB,TAKEOFF_CLIMB,4517.3,250.0,268.5,5.0,-0.22,28.01,27.97,0
2026-09-22 12:08:20,AA-2026,N942DB,TAKEOFF_CLIMB,4550.8,250.0,268.5,5.0,0.04,27.98,27.91,0
2026-09-22 12:08:24,AA-2026,N942DB,TAKEOFF_CLIMB,4592.2,250.0,268.6,5.0,0.16,28.18,28.09,0
2026-09-22 12:08:28,AA-2026,N942DB,TAKEOFF_CLIMB,4634.4,250.0,268.4,5.0,0.04,27.99,28.1,0
2026-09-22 12:08:32,AA-2026,N942DB,TAKEOFF_CLIMB,4659.5,250.0,268.6,5.0,0.23,27.83,28.12,0
2026-09-22 12:08:36,AA-2026,N942DB,TAKEOFF_CLIMB,4694.7,250.0,268.7,5.0,-0.13,27.94,28.06,0
2026-09-22 12:08:40,AA-2026,N942DB,TAKEOFF_CLIMB,4728.1,250.0,268.8,5.0,0.19,28.03,28.08,0
2026-09-22 12:08:44,AA-2026,N942DB,TAKEOFF_CLIMB,4757.5,250.0,269.0,5.0,0.2,28.18,28.14,0
2026-09-22 12:08:48,AA-2026,N942DB,TAKEOFF_CLIMB,4784.9,250.0,269.1,5.0,0.29,28.09,28.2,0
2026-09-22 12:08:52,AA-2026,N942DB,TAKEOFF_CLIMB,4816.7,250.0,269.2,5.0,-0.57,27.87,27.9,0
2026-09-22 12:08:56,AA-2026,N942DB,TAKEOFF_CLIMB,4860.5,250.0,269.0,5.0,0.15,28.37,28.06,0
2026-09-22 12:09:00,AA-2026,N942DB,TAKEOFF_CLIMB,4892.0,250.0,269.1,5.0,0.27,28.04,28.12,0
2026-09-22 12:09:04,AA-2026,N942DB,TAKEOFF_CLIMB,4927.4,250.0,269.2,5.0,-0.12,28.19,28.01,0
2026-09-22 12:09:08,AA-2026,N942DB,TAKEOFF_CLIMB,4966.4,250.0,269.3,5.0,-0.16,27.98,28.27,0
2026-09-22 12:09:12,AA-2026,N942DB,TAKEOFF_CLIMB,4998.7,250.0,269.3,5.0,-0.21,28.08,28.04,0
2026-09-22 12:09:16,AA-2026,N942DB,TAKEOFF_CLIMB,5043.1,250.0,269.1,5.0,-0.31,28.13,28.1,0
2026-09-22 12:09:20,AA-2026,N942DB,TAKEOFF_CLIMB,5087.4,250.0,269.1,5.0,0.2,28.18,28.16,0
2026-09-22 12:09:24,AA-2026,N942DB,TAKEOFF_CLIMB,5117.4,250.0,269.2,5.0,0.68,28.16,28.04,0
2026-09-22 12:09:28,AA-2026,N942DB,TAKEOFF_CLIMB,5152.4,250.0,269.3,5.0,-0.17,28.13,27.92,0
2026-09-22 12:09:32,AA-2026,N942DB,TAKEOFF_CLIMB,5183.4,250.0,269.3,5.0,-0.14,27.95,28.06,0
2026-09-22 12:09:36,AA-2026,N942DB,TAKEOFF_CLIMB,5214.1,250.0,269.2,5.0,0.0,27.91,28.2,0
2026-09-22 12:09:40,AA-2026,N942DB,TAKEOFF_CLIMB,5239.8,250.0,269.1,5.0,-0.48,28.05,28.07,0
2026-09-22 12:09:44,AA-2026,N942DB,TAKEOFF_CLIMB,5277.0,250.0,269.3,5.0,-0.21,28.14,28.02,0
2026-09-22 12:09:48,AA-2026,N942DB,TAKEOFF_CLIMB,5312.1,250.0,269.4,5.0,-0.02,27.97,28.19,0
2026-09-22 12:09:52,AA-2026,N942DB,TAKEOFF_CLIMB,5338.1,250.0,269.5,5.0,-0.27,28.16,28.07,0
2026-09-22 12:09:56,AA-2026,N942DB,TAKEOFF_CLIMB,5368.7,250.0,269.5,5.0,0.36,28.22,28.05,0
2026-09-22 12:10:00,AA-2026,N942DB,TAKEOFF_CLIMB,5411.8,250.0,269.5,5.0,-0.39,27.86,28.11,0
2026-09-22 12:10:04,AA-2026,N942DB,TAKEOFF_CLIMB,5441.6,250.0,269.4,5.0,0.27,27.87,28.18,0
2026-09-22 12:10:08,AA-2026,N942DB,TAKEOFF_CLIMB,5469.5,250.0,269.5,5.0,0.44,27.98,28.34,0
2026-09-22 12:10:12,AA-2026,N942DB,TAKEOFF_CLIMB,5504.3,250.0,269.5,5.0,0.11,28.05,28.18,0
2026-09-22 12:10:16,AA-2026,N942DB,TAKEOFF_CLIMB,5549.0,250.0,269.4,5.0,-0.04,27.92,28.22,0
2026-09-22 12:10:20,AA-2026,N942DB,TAKEOFF_CLIMB,5578.9,250.0,269.5,5.0,0.07,28.2,28.05,0
2026-09-22 12:10:24,AA-2026,N942DB,TAKEOFF_CLIMB,5617.3,250.0,269.7,5.0,-0.13,28.06,28.0,0
2026-09-22 12:10:28,AA-2026,N942DB,TAKEOFF_CLIMB,5657.5,250.0,269.5,5.0,-0.61,28.01,28.11,0
2026-09-22 12:10:32,AA-2026,N942DB,TAKEOFF_CLIMB,5687.3,250.0,269.6,5.0,-0.29,27.78,28.11,0
2026-09-22 12:10:36,AA-2026,N942DB,TAKEOFF_CLIMB,5726.9,250.0,269.5,5.0,-0.0,27.8,27.99,0
2026-09-22 12:10:40,AA-2026,N942DB,TAKEOFF_CLIMB,5759.2,250.0,269.5,5.0,-0.28,28.04,28.08,0
2026-09-22 12:10:44,AA-2026,N942DB,TAKEOFF_CLIMB,5796.9,250.0,269.3,5.0,-0.12,27.68,28.14,0
2026-09-22 12:10:48,AA-2026,N942DB,TAKEOFF_CLIMB,5834.5,250.0,269.2,5.0,0.14,28.15,28.14,0
2026-09-22 12:10:52,AA-2026,N942DB,TAKEOFF_CLIMB,5870.2,250.0,269.2,5.0,0.04,27.98,28.15,0
2026-09-22 12:10:56,AA-2026,N942DB,TAKEOFF_CLIMB,5897.0,250.0,269.1,5.0,0.32,28.49,28.13,0
2026-09-22 12:11:00,AA-2026,N942DB,TAKEOFF_CLIMB,5938.8,250.0,269.1,5.0,0.09,28.35,28.05,0
2026-09-22 12:11:04,AA-2026,N942DB,TAKEOFF_CLIMB,5970.2,250.0,269.2,5.0,0.11,27.97,28.05,0
2026-09-22 12:11:08,AA-2026,N942DB,TAKEOFF_CLIMB,5998.9,250.0,269.1,5.0,-0.21,27.98,27.98,0
2026-09-22 12:11:12,AA-2026,N942DB,TAKEOFF_CLIMB,6024.7,250.0,269.2,5.0,-0.4,28.15,28.28,0
2026-09-22 12:11:16,AA-2026,N942DB,TAKEOFF_CLIMB,6061.5,250.0,269.1,5.0,-0.12,28.26,28.1,0
2026-09-22 12:11:20,AA-2026,N942DB,TAKEOFF_CLIMB,6100.1,250.0,269.2,5.0,-0.22,27.75,28.08,0
2026-09-22 12:11:24,AA-2026,N942DB,TAKEOFF_CLIMB,6125.4,250.0,269.1,5.0,-0.05,27.73,28.01,0
2026-09-22 12:11:28,AA-2026,N942DB,TAKEOFF_CLIMB,6160.7,250.0,269.0,5.0,-0.32,27.91,28.39,0
2026-09-22 12:11:32,AA-2026,N942DB,TAKEOFF_CLIMB,6190.2,250.0,268.8,5.0,0.25,28.09,27.99,0
2026-09-22 12:11:36,AA-2026,N942DB,TAKEOFF_CLIMB,6228.1,250.0,268.7,5.0,-0.22,28.07,28.06,0
2026-09-22 12:11:40,AA-2026,N942DB,TAKEOFF_CLIMB,6256.6,250.0,268.5,5.0,-0.11,28.16,28.14,0
2026-09-22 12:11:44,AA-2026,N942DB,TAKEOFF_CLIMB,6295.4,250.0,268.6,5.0,-0.01,27.82,28.16,0
2026-09-22 12:11:48,AA-2026,N942DB,TAKEOFF_CLIMB,6328.1,250.0,268.8,5.0,0.34,27.65,28.2,0
2026-09-22 12:11:52,AA-2026,N942DB,TAKEOFF_CLIMB,6371.9,250.0,268.9,5.0,0.53,28.13,28.28,0
2026-09-22 12:11:56,AA-2026,N942DB,TAKEOFF_CLIMB,6399.6,250.0,269.0,5.0,0.55,27.88,28.15,0
2026-09-22 12:12:00,AA-2026,N942DB,TAKEOFF_CLIMB,6431.4,250.0,268.8,5.0,-0.38,27.7,27.99,0
2026-09-22 12:12:04,AA-2026,N942DB,TAKEOFF_CLIMB,6458.7,250.0,268.7,5.0,-0.11,28.02,28.07,0
2026-09-22 12:12:08,AA-2026,N942DB,TAKEOFF_CLIMB,6502.2,250.0,268.6,5.0,-0.17,28.12,28.13,0
2026-09-22 12:12:12,AA-2026,N942DB,TAKEOFF_CLIMB,6544.7,250.0,268.5,5.0,0.11,27.98,28.31,0
2026-09-22 12:12:16,AA-2026,N942DB,TAKEOFF_CLIMB,6574.9,250.0,268.6,5.0,0.09,27.93,27.96,0
2026-09-22 12:12:20,AA-2026,N942DB,TAKEOFF_CLIMB,6613.1,250.0,268.6,5.0,-0.17,27.98,28.22,0
2026-09-22 12:12:24,AA-2026,N942DB,TAKEOFF_CLIMB,6654.4,250.0,268.5,5.0,-0.2,27.94,28.12,1
2026-09-22 12:12:28,AA-2026,N942DB,TAKEOFF_CLIMB,6690.6,250.0,268.5,5.0,-0.3,27.8,28.18,0
2026-09-22 12:12:32,AA-2026,N942DB,TAKEOFF_CLIMB,6726.1,250.0,268.6,5.0,-0.8,27.89,28.09,0
2026-09-22 12:12:36,AA-2026,N942DB,TAKEOFF_CLIMB,6756.0,250.0,268.7,5.0,-0.39,28.08,28.02,0
2026-09-22 12:12:40,AA-2026,N942DB,TAKEOFF_CLIMB,6782.8,250.0,268.6,5.0,0.26,28.05,28.18,0
2026-09-22 12:12:44,AA-2026,N942DB,TAKEOFF_CLIMB,6825.8,250.0,268.8,5.0,0.44,28.03,28.17,0
2026-09-22 12:12:48,AA-2026,N942DB,TAKEOFF_CLIMB,6868.8,250.0,269.0,5.0,0.4,27.85,28.2,0
2026-09-22 12:12:52,AA-2026,N942DB,TAKEOFF_CLIMB,6906.5,250.0,268.9,5.0,0.27,27.97,28.1,0
2026-09-22 12:12:56,AA-2026,N942DB,TAKEOFF_CLIMB,6938.2,250.0,268.8,5.0,-0.3,27.67,28.04,0
2026-09-22 12:13:00,AA-2026,N942DB,TAKEOFF_CLIMB,6970.2,250.0,268.8,5.0,-0.35,28.03,27.94,0
2026-09-22 12:13:04,AA-2026,N942DB,TAKEOFF_CLIMB,7009.7,250.0,269.0,5.0,-0.54,28.21,28.18,0
2026-09-22 12:13:08,AA-2026,N942DB,TAKEOFF_CLIMB,7052.7,250.0,269.2,5.0,-0.17,27.78,28.14,0
2026-09-22 12:13:12,AA-2026,N942DB,TAKEOFF_CLIMB,7095.4,250.0,269.0,5.0,0.03,27.91,28.0,0
