timestamp,flight_phase,pfd_autoflight_mode,mfd_active_page,indicated_airspeed_kts,altitude_ft,magnetic_heading_deg,pitch_attitude_deg,roll_attitude_deg,pfd_bus_voltage_v,display_brightness_pct
2026-09-22 12:00:56,TAKEOFF,SRS_GA,ENGINE_STATUS,86.4,293.0,89.63,12.18,-0.69,28.24,84.7
2026-09-22 12:00:58,TAKEOFF,SRS_GA,ENGINE_STATUS,89.2,302.0,89.55,12.4,0.03,28.14,85.0
2026-09-22 12:01:00,TAKEOFF,SRS_GA,ENGINE_STATUS,91.8,312.8,89.46,11.06,-0.06,28.3,84.9
2026-09-22 12:01:02,TAKEOFF,SRS_GA,ENGINE_STATUS,94.8,323.9,89.44,10.44,-0.4,28.18,84.7
2026-09-22 12:01:04,TAKEOFF,SRS_GA,ENGINE_STATUS,97.0,333.4,89.36,12.05,0.49,28.15,84.6
2026-09-22 12:01:06,TAKEOFF,SRS_GA,ENGINE_STATUS,99.9,344.7,89.4,11.25,-0.05,28.17,84.6
2026-09-22 12:01:08,TAKEOFF,SRS_GA,ENGINE_STATUS,103.0,358.8,89.33,10.67,0.57,28.04,84.9
2026-09-22 12:01:10,TAKEOFF,SRS_GA,ENGINE_STATUS,105.3,369.5,89.3,11.05,-0.17,28.0,84.9
2026-09-22 12:01:12,TAKEOFF,SRS_GA,ENGINE_STATUS,108.3,376.8,89.26,12.39,0.74,28.3,84.8
2026-09-22 12:01:14,TAKEOFF,SRS_GA,ENGINE_STATUS,111.8,387.0,89.26,12.68,0.48,28.25,84.7
2026-09-22 12:01:16,TAKEOFF,SRS_GA,ENGINE_STATUS,114.1,397.5,89.17,12.46,0.27,28.11,84.9
2026-09-22 12:01:18,TAKEOFF,SRS_GA,ENGINE_STATUS,116.4,404.2,89.2,12.33,-0.04,28.16,85.0
2026-09-22 12:01:20,TAKEOFF,SRS_GA,ENGINE_STATUS,119.0,415.4,89.17,11.96,0.64,28.33,84.6
2026-09-22 12:01:22,TAKEOFF,SRS_GA,ENGINE_STATUS,121.5,428.1,89.1,11.75,0.8,28.17,85.0
2026-09-22 12:01:24,TAKEOFF,SRS_GA,ENGINE_STATUS,123.9,442.7,89.05,11.6,0.05,28.15,84.7
2026-09-22 12:01:26,TAKEOFF,SRS_GA,ENGINE_STATUS,126.7,451.8,89.04,11.08,-0.76,28.05,84.8
2026-09-22 12:01:28,TAKEOFF,SRS_GA,ENGINE_STATUS,129.3,465.0,89.07,10.98,0.1,28.0,84.7
2026-09-22 12:01:30,TAKEOFF,SRS_GA,ENGINE_STATUS,132.6,478.8,89.0,12.8,0.63,28.31,84.9
2026-09-22 12:01:32,TAKEOFF,SRS_GA,ENGINE_STATUS,135.7,493.2,89.04,10.2,0.64,28.3,84.9
2026-09-22 12:01:34,TAKEOFF,SRS_GA,ENGINE_STATUS,139.3,501.5,89.11,10.7,0.9,28.3,84.8
2026-09-22 12:01:36,TAKEOFF,SRS_GA,ENGINE_STATUS,142.0,514.8,89.06,11.5,-0.07,28.21,85.0
2026-09-22 12:01:38,TAKEOFF,SRS_GA,ENGINE_STATUS,145.6,526.2,89.02,12.18,-0.72,28.17,84.9
2026-09-22 12:01:40,TAKEOFF,SRS_GA,ENGINE_STATUS,148.5,536.0,88.96,12.84,-0.28,28.33,84.9
2026-09-22 12:01:42,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,548.9,88.99,12.26,-0.46,28.24,84.7
2026-09-22 12:01:44,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,557.3,88.99,10.98,0.26,28.09,84.6
2026-09-22 12:01:46,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,566.5,89.06,11.21,-0.16,28.12,84.8
2026-09-22 12:01:48,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,573.7,89.03,11.92,0.96,28.29,84.7
2026-09-22 12:01:50,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,579.8,88.98,10.69,-0.33,28.14,84.5
2026-09-22 12:01:52,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,593.3,88.89,11.99,0.92,28.33,84.6
2026-09-22 12:01:54,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,600.4,88.98,11.7,-0.37,28.06,84.6
2026-09-22 12:01:56,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,608.8,88.91,10.6,-0.28,28.3,84.6
2026-09-22 12:01:58,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,614.6,89.01,10.13,-0.79,28.01,85.0
2026-09-22 12:02:00,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,625.4,88.95,10.1,-0.04,28.1,84.8
2026-09-22 12:02:02,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,630.6,88.9,12.52,-0.7,28.02,84.6
2026-09-22 12:02:04,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,639.8,88.98,11.57,0.06,28.32,84.8
2026-09-22 12:02:06,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,651.9,89.0,10.3,-0.57,28.39,84.9
2026-09-22 12:02:08,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,665.9,88.99,11.25,-0.88,28.23,84.8
2026-09-22 12:02:10,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,679.6,88.97,11.9,-0.01,28.34,84.8
2026-09-22 12:02:12,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,685.1,88.99,11.08,0.99,28.26,84.7
2026-09-22 12:02:14,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,690.7,89.0,10.39,0.34,28.2,84.5
2026-09-22 12:02:16,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,701.9,89.05,10.83,0.43,28.26,84.8
2026-09-22 12:02:18,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,716.2,89.1,10.96,-0.21,28.05,84.8
2026-09-22 12:02:20,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,724.7,89.15,12.24,-0.75,28.3,84.9
2026-09-22 12:02:22,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,731.0,89.13,10.27,-0.45,28.15,84.7
2026-09-22 12:02:24,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,740.6,89.07,12.15,-0.48,28.22,84.8
2026-09-22 12:02:26,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,751.6,89.17,11.6,-0.7,28.15,84.8
2026-09-22 12:02:28,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,764.3,89.24,10.24,0.78,28.27,84.9
2026-09-22 12:02:30,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,775.4,89.31,12.53,0.91,28.36,84.8
2026-09-22 12:02:32,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,787.2,89.39,12.24,0.33,28.37,84.5
2026-09-22 12:02:34,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,801.7,89.38,12.42,-0.57,28.09,84.8
2026-09-22 12:02:36,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,815.8,89.4,11.19,-0.86,28.21,84.7
2026-09-22 12:02:38,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,824.8,89.47,12.8,0.19,28.19,84.6
2026-09-22 12:02:40,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,831.4,89.38,12.59,-0.46,28.05,85.0
2026-09-22 12:02:42,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,843.2,89.47,10.78,-0.42,28.25,84.8
2026-09-22 12:02:44,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,856.0,89.49,12.93,0.08,28.33,84.7
2026-09-22 12:02:46,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,864.0,89.43,11.06,0.57,28.03,84.6
2026-09-22 12:02:48,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,874.2,89.44,10.14,-0.53,28.4,84.6
2026-09-22 12:02:50,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,883.6,89.39,11.66,0.1,28.29,84.8
2026-09-22 12:02:52,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,893.6,89.44,10.82,0.71,28.27,84.8
2026-09-22 12:02:54,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,907.5,89.41,11.71,-0.47,28.35,84.9
2026-09-22 12:02:56,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,913.5,89.45,10.29,0.67,28.04,84.8
2026-09-22 12:02:58,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,924.4,89.4,11.42,0.52,28.31,84.8
2026-09-22 12:03:00,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,933.7,89.43,12.13,-0.57,28.39,84.8
2026-09-22 12:03:02,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,944.8,89.51,11.77,0.67,28.33,84.8
2026-09-22 12:03:04,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,952.3,89.53,10.11,-0.63,28.16,84.8
2026-09-22 12:03:06,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,963.9,89.56,11.32,-0.03,28.19,84.8
2026-09-22 12:03:08,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,978.2,89.58,10.38,0.97,28.29,84.9
2026-09-22 12:03:10,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,985.2,89.65,10.88,-0.45,28.16,85.0
2026-09-22 12:03:12,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,990.2,89.71,12.87,0.51,28.35,84.9
2026-09-22 12:03:14,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1004.4,89.72,11.95,0.33,28.15,85.0
2026-09-22 12:03:16,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1015.6,89.68,11.56,-0.31,28.11,84.8
2026-09-22 12:03:18,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1025.5,89.63,11.74,-1.0,28.07,84.9
2026-09-22 12:03:20,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1034.1,89.72,12.89,-0.11,28.09,84.5
2026-09-22 12:03:22,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1040.9,89.72,12.97,0.59,28.13,84.9
2026-09-22 12:03:24,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1055.3,89.64,10.5,-0.58,28.18,84.5
2026-09-22 12:03:26,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1061.7,89.61,12.92,-0.19,28.06,84.6
2026-09-22 12:03:28,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1071.8,89.6,11.11,-0.9,28.07,84.6
2026-09-22 12:03:30,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1084.0,89.52,10.55,-0.43,28.37,84.7
2026-09-22 12:03:32,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1096.1,89.62,11.29,0.51,28.09,84.7
2026-09-22 12:03:34,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1105.1,89.57,10.71,0.12,28.27,84.9
2026-09-22 12:03:36,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1111.4,89.6,12.04,-0.32,28.02,84.7
2026-09-22 12:03:38,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1119.1,89.53,12.27,0.39,28.06,84.8
2026-09-22 12:03:40,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1131.8,89.61,10.01,0.54,28.15,84.9
2026-09-22 12:03:42,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1146.3,89.67,11.83,-0.37,28.16,84.7
2026-09-22 12:03:44,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1155.3,89.57,11.5,0.86,28.3,84.9
2026-09-22 12:03:46,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1170.0,89.63,12.59,-0.85,28.23,84.6
2026-09-22 12:03:48,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1183.0,89.65,11.2,0.19,28.15,85.0
2026-09-22 12:03:50,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1193.3,89.72,12.18,-0.92,28.2,85.0
2026-09-22 12:03:52,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1204.6,89.74,12.56,0.88,28.15,84.5
2026-09-22 12:03:54,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1218.2,89.66,12.6,0.03,28.08,84.6
2026-09-22 12:03:56,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1227.4,89.61,11.86,0.77,28.32,84.5
2026-09-22 12:03:58,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1234.2,89.61,10.67,-0.5,28.3,84.5
2026-09-22 12:04:00,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1247.0,89.54,12.08,0.54,28.3,84.6
2026-09-22 12:04:02,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1252.1,89.45,11.79,-0.27,28.01,84.9
2026-09-22 12:04:04,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1260.6,89.43,10.49,0.52,28.0,84.7
2026-09-22 12:04:06,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1267.9,89.53,11.14,-0.04,28.23,84.6
2026-09-22 12:04:08,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1281.0,89.55,10.44,-0.72,28.4,85.0
2026-09-22 12:04:10,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1287.4,89.47,10.73,0.54,28.11,84.8
2026-09-22 12:04:12,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1300.4,89.43,12.24,0.2,28.09,84.9
2026-09-22 12:04:14,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1310.3,89.46,11.41,0.56,28.03,84.7
2026-09-22 12:04:16,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1324.2,89.41,12.71,0.74,28.35,84.6
2026-09-22 12:04:18,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1337.4,89.4,11.77,-0.97,28.12,84.7
2026-09-22 12:04:20,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1348.2,89.44,10.54,0.25,28.01,84.6
2026-09-22 12:04:22,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1353.9,89.5,10.57,0.29,28.15,85.0
2026-09-22 12:04:24,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1368.6,89.44,10.74,0.28,28.31,84.7
2026-09-22 12:04:26,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1381.0,89.52,11.69,-0.44,28.08,84.9
2026-09-22 12:04:28,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1391.7,89.46,12.83,-0.44,28.11,84.8
2026-09-22 12:04:30,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1406.6,89.55,11.2,0.89,28.05,84.8
2026-09-22 12:04:32,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1412.7,89.62,11.23,-0.53,28.34,84.5
2026-09-22 12:04:34,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1423.8,89.57,12.76,0.71,28.24,84.7
2026-09-22 12:04:36,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1429.4,89.57,11.61,0.73,28.37,84.9
2026-09-22 12:04:38,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1441.9,89.6,12.34,0.15,28.02,84.8
2026-09-22 12:04:40,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1450.7,89.53,11.13,0.44,28.37,84.8
2026-09-22 12:04:42,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1459.8,89.47,12.96,0.38,28.05,84.8
2026-09-22 12:04:44,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1469.2,89.47,12.15,0.02,28.24,84.8
2026-09-22 12:04:46,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1479.0,89.4,11.23,-0.2,28.14,84.5
2026-09-22 12:04:48,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1487.5,89.38,11.19,-0.58,28.01,85.0
2026-09-22 12:04:50,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1498.1,89.38,11.86,-0.38,28.35,84.8
2026-09-22 12:04:52,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1511.9,89.45,12.48,0.81,28.15,84.8
2026-09-22 12:04:54,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1525.7,89.49,12.69,-0.88,28.05,84.9
2026-09-22 12:04:56,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1531.9,89.47,10.69,0.63,28.27,84.5
2026-09-22 12:04:58,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1542.2,89.43,11.51,0.54,28.13,84.8
2026-09-22 12:05:00,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1547.2,89.47,12.98,0.72,28.3,84.6
2026-09-22 12:05:02,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1561.0,89.42,11.32,0.51,28.12,84.6
2026-09-22 12:05:04,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1572.0,89.36,11.49,0.2,28.32,84.6
2026-09-22 12:05:06,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1584.6,89.36,11.43,0.62,28.13,84.7
2026-09-22 12:05:08,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1598.8,89.4,10.33,-0.13,28.05,85.0
2026-09-22 12:05:10,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1610.2,89.32,12.45,-0.72,28.06,84.8
2026-09-22 12:05:12,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1618.1,89.23,10.18,-0.07,28.27,84.7
2026-09-22 12:05:14,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1630.6,89.24,11.11,0.63,28.29,84.7
2026-09-22 12:05:16,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1645.5,89.33,11.61,-0.15,28.14,85.0
2026-09-22 12:05:18,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1653.1,89.25,12.56,-0.94,28.28,84.8
2026-09-22 12:05:20,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1664.8,89.2,10.69,-0.7,28.37,84.8
2026-09-22 12:05:22,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1674.4,89.2,10.08,-0.72,28.27,84.8
2026-09-22 12:05:24,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1685.2,89.29,10.44,0.37,28.26,84.8
2026-09-22 12:05:26,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1690.5,89.24,10.88,-0.57,28.08,84.8
2026-09-22 12:05:28,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1704.2,89.25,10.07,-0.78,28.21,84.8
2026-09-22 12:05:30,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1709.7,89.23,10.16,0.99,28.26,84.7
2026-09-22 12:05:32,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1718.1,89.27,12.08,-0.87,28.03,85.0
2026-09-22 12:05:34,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1728.9,89.25,12.76,0.16,28.17,85.0
2026-09-22 12:05:36,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1735.7,89.18,10.82,0.65,28.39,84.6
2026-09-22 12:05:38,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1745.3,89.09,11.03,-0.83,28.15,84.7
2026-09-22 12:05:40,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1753.5,89.09,10.46,-0.45,28.34,84.6
2026-09-22 12:05:42,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1764.4,89.17,12.72,-0.04,28.15,84.5
2026-09-22 12:05:44,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1776.4,89.15,10.11,-0.62,28.16,84.9
2026-09-22 12:05:46,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1784.7,89.05,12.61,-0.5,28.07,84.8
2026-09-22 12:05:48,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1798.8,89.0,11.56,-0.16,28.21,84.5
2026-09-22 12:05:50,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1810.8,89.02,12.69,-0.9,28.37,84.9
2026-09-22 12:05:52,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1820.5,89.08,12.42,0.68,28.24,84.9
2026-09-22 12:05:54,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1830.8,89.03,12.35,-0.18,28.14,84.6
2026-09-22 12:05:56,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1841.8,89.07,11.35,0.17,28.2,84.6
2026-09-22 12:05:58,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1856.5,89.07,10.93,-0.11,28.31,84.7
2026-09-22 12:06:00,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1866.0,89.16,11.19,0.24,28.4,84.9
2026-09-22 12:06:02,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1877.0,89.12,11.01,0.13,28.1,85.0
2026-09-22 12:06:04,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1887.3,89.09,12.67,0.93,28.34,84.6
2026-09-22 12:06:06,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1898.9,89.04,10.45,0.37,28.03,84.6
2026-09-22 12:06:08,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1907.8,88.99,10.74,-0.08,28.03,84.5
2026-09-22 12:06:10,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1920.5,88.96,10.03,0.13,28.2,84.8
2026-09-22 12:06:12,TAKEOFF,SRS_GA,ENGINE_STATUS,150.0,1934.5,88.98,11.92,-0.61,28.14,84.7
2026-09-22 12:06:14,CLIMB,CLB_NAV,NAVIGATION_MAP,150.3,1959.9,88.97,7.67,0.76,28.13,84.6
2026-09-22 12:06:16,CLIMB,CLB_NAV,NAVIGATION_MAP,150.6,1983.3,88.79,7.74,-1.78,28.1,84.6
2026-09-22 12:06:18,CLIMB,CLB_NAV,NAVIGATION_MAP,150.7,2009.3,88.64,8.1,1.73,28.32,84.8
2026-09-22 12:06:20,CLIMB,CLB_NAV,NAVIGATION_MAP,151.2,2042.9,88.68,8.21,-0.02,28.12,84.8
2026-09-22 12:06:22,CLIMB,CLB_NAV,NAVIGATION_MAP,151.7,2073.6,88.84,7.09,1.35,28.22,84.6
2026-09-22 12:06:24,CLIMB,CLB_NAV,NAVIGATION_MAP,152.1,2095.5,89.0,8.08,-1.67,28.25,84.9
2026-09-22 12:06:26,CLIMB,CLB_NAV,NAVIGATION_MAP,152.3,2126.7,89.1,8.19,-1.51,28.4,84.8
2026-09-22 12:06:28,CLIMB,CLB_NAV,NAVIGATION_MAP,152.7,2158.7,89.17,7.11,-1.77,28.14,84.9
2026-09-22 12:06:30,CLIMB,CLB_NAV,NAVIGATION_MAP,153.1,2184.6,89.07,8.71,0.11,28.21,84.7
2026-09-22 12:06:32,CLIMB,CLB_NAV,NAVIGATION_MAP,153.3,2219.5,88.92,8.64,-1.35,28.13,84.9
2026-09-22 12:06:34,CLIMB,CLB_NAV,NAVIGATION_MAP,153.5,2249.9,88.96,8.66,-0.81,28.24,84.9
2026-09-22 12:06:36,CLIMB,CLB_NAV,NAVIGATION_MAP,153.8,2275.6,88.87,8.61,-1.9,28.33,84.9
2026-09-22 12:06:38,CLIMB,CLB_NAV,NAVIGATION_MAP,154.2,2304.8,89.06,6.19,-0.47,28.22,84.6
2026-09-22 12:06:40,CLIMB,CLB_NAV,NAVIGATION_MAP,154.5,2326.3,89.19,7.51,-0.13,28.24,84.9
2026-09-22 12:06:42,CLIMB,CLB_NAV,NAVIGATION_MAP,154.7,2355.6,89.25,8.92,-0.67,28.32,84.5
